time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-10-12T03:25:23.590Z,34.086,-96.579,5,3,ml,,,,0.46,us,usb000kbi8,2013-12-24T01:42:59.000Z,"16km NE of Kingston, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2013-09-23T13:56:25.540Z,33.946,-97.161,5,3.4,ml,,,,1.17,us,usb000jxyp,2017-06-26T22:08:11.292Z,"4km WNW of Marietta, Oklahoma",earthquake,,1.5,,,reviewed,tul,tul
2013-09-23T13:07:49.510Z,33.937,-97.163,15.2,2.9,ml,,,,0.78,us,usb000k25s,2013-12-09T21:11:14.000Z,"4km W of Marietta, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul
2013-09-23T11:40:40.000Z,33.9544,-97.1107,8.933,3.2,ml,,,,1.15,us,usb000jxx3,2017-06-26T22:08:20.602Z,"2km NNE of Marietta, Oklahoma",earthquake,,0.8,,,reviewed,tul,tul
2013-09-22T14:55:56.940Z,33.984,-97.162,5,2.6,ml,,,,0.63,us,usb000k25p,2013-12-09T21:11:13.000Z,"6km NW of Marietta, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2013-09-21T17:32:32.570Z,33.957,-97.136,6.6,2.8,ml,,,,1.04,us,usb000jx6p,2013-12-09T21:11:12.000Z,"2km NW of Marietta, Oklahoma",earthquake,,7.7,,,reviewed,tul,tul
2013-09-19T12:53:10.500Z,33.9645,-97.2127,5,2.7,ml,,,,0,us,usb000jw41,2013-12-09T21:11:08.000Z,"9km WNW of Marietta, Oklahoma",earthquake,,0,,,reviewed,tul,tul
2013-09-08T18:31:15.000Z,34.109,-96.883,5,2.9,ml,,,,1.36,us,usb000jlnk,2013-11-15T03:20:29.000Z,"8km W of Oakland, Oklahoma",earthquake,,7.2,,,reviewed,us_tul,us_tul
2013-07-28T01:04:48.000Z,35.115,-97.893,13,2.5,ml,25,100,,,us,usc000iqz3,2017-06-26T22:09:30.928Z,"7km NNE of Chickasha, Oklahoma",earthquake,,,,,reviewed,tul,tul
2013-06-30T02:55:58.000Z,34.097,-96.548,5,3,ml,28,100,,,us,usb000i3m9,2017-06-26T22:10:31.720Z,"9km E of Madill, Oklahoma",earthquake,,,,,reviewed,tul,tul
2013-06-27T08:31:17.000Z,35.13,-97.899,13.6,2.8,ml,42,100,,,us,usb000i17v,2017-06-26T22:10:40.993Z,"10km SW of Tuttle, Oklahoma",earthquake,,,,,reviewed,tul,tul
2013-06-26T23:23:03.020Z,34.978,-97.69,5.8,2.7,ml,9,100,,,us,usb000i103,2014-11-07T01:51:07.659Z,"17km S of Blanchard, Oklahoma",earthquake,,,,,reviewed,tul,tul
2013-05-31T11:16:34.700Z,34.136,-96.642,5,2.9,mblg,20,100,,,us,usb000haay,2017-06-26T22:12:46.766Z,"11km SSE of Tishomingo, Oklahoma",earthquake,,,,,reviewed,tul,us
2013-05-27T07:58:20.400Z,34.075,-96.59,6.7,3.2,ml,34,100,,,us,usb000h6ye,2017-07-14T19:34:11.672Z,"15km ENE of Kingston, Oklahoma",earthquake,,,,,reviewed,tul,tul
2013-05-26T02:34:35.060Z,35.444,-97.475,5,2.2,mblg,12,70.4,,0.94,us,usb000h6l4,2017-06-26T22:13:14.141Z,"6km WNW of Spencer, Oklahoma",earthquake,,,,,reviewed,us,us
2013-05-21T12:19:02.290Z,34.074,-96.573,5,2.9,ml,16,100,,,us,usp000k0vg,2014-11-07T01:50:52.692Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2013-04-28T03:06:42.200Z,34.135,-96.808,5,3.5,ml,75,38.5,,,us,usb000ggy2,2017-06-26T22:13:42.453Z,"13km ENE of Dickson, Oklahoma",earthquake,,,,,reviewed,tul,tul
2013-03-21T16:34:35.000Z,35.467,-97.396,5,3.2,ml,22,70.2,,,us,usb000fqrf,2017-07-14T19:39:12.546Z,"1km N of Midwest City, Oklahoma",earthquake,,,,,reviewed,tul,tul
2013-03-10T13:47:35.400Z,32.503,-97.499,4.3,2.7,mblg,20,62.3,,0.53,us,us2013mpar,2015-01-29T19:15:43.686Z,"6km NNE of Godley, Texas",earthquake,,11,,,reviewed,us,us
2013-03-04T10:22:54.160Z,34.191,-96.681,5,3.5,mblg,55,39.5,,0.87,us,usc000ffsp,2017-07-14T19:41:18.427Z,"6km SSE of Tishomingo, Oklahoma",earthquake,,,,,reviewed,us,us
2013-02-02T03:44:33.950Z,34.904,-97.427,5,2.7,ml,24,68.6,,,us,usc000ezyg,2017-07-14T19:42:32.385Z,"9km NNW of Maysville, Oklahoma",earthquake,,,,,reviewed,tul,tul
2013-02-01T19:26:30.000Z,34.869,-97.399,8.6,2.1,ml,11,91.6,,,us,usp000jyy3,2014-11-07T01:49:58.575Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2013-01-23T04:16:18.860Z,32.894,-97.004,5,3,mblg,12,74.3,,0.74,us,usp000jyr7,2015-03-24T18:24:43.585Z,northern Texas,earthquake,,,,,reviewed,us,us
2013-01-01T11:38:13.530Z,34.175,-97.524,5,2.6,ml,21,59.3,,,us,usp000jxq4,2017-07-14T19:44:22.100Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2012-12-13T02:10:22.870Z,32.645,-97.32,5,2.6,mblg,12,76.3,,0.68,us,usp000jwwh,2015-03-24T01:34:45.764Z,northern Texas,earthquake,,,,,reviewed,us,us
2012-11-20T04:50:34.290Z,32.622,-97.157,5,2.3,mblg,11,79.9,,1.02,us,usp000jvv8,2015-03-24T01:34:13.163Z,northern Texas,earthquake,,,,,reviewed,us,us
2012-10-01T03:41:09.970Z,32.841,-96.93,5,2.3,mblg,11,91.4,,1.13,us,usp000jtaw,2015-03-24T01:54:38.326Z,northern Texas,earthquake,,,,,reviewed,us,us
2012-09-30T04:09:02.720Z,32.815,-96.962,5,3.1,mblg,29,55,,0.72,us,usp000jt9b,2015-03-24T01:43:53.500Z,northern Texas,earthquake,,2,,,reviewed,us,us
2012-09-30T04:05:00.930Z,32.842,-96.976,5,3.4,mblg,29,55,,0.68,us,usp000jt9a,2015-03-24T01:33:01.435Z,northern Texas,earthquake,,2,,,reviewed,us,us
2012-08-24T18:52:29.000Z,35.422,-97.314,5,2.6,ml,17,98.9,,,us,usp000jqpa,2017-06-26T21:47:22.376Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2012-07-13T12:27:50.410Z,32.499,-97.323,5,2.7,mblg,13,84.1,,0.78,us,usp000jnz1,2015-03-24T01:31:17.627Z,northern Texas,earthquake,,,,,reviewed,us,us
2012-07-10T16:46:52.490Z,32.445,-97.291,5,2.8,mblg,16,82.2,,0.5,us,usp000jnun,2015-03-24T01:56:28.705Z,northern Texas,earthquake,,,,,reviewed,us,us
2012-07-10T02:22:44.160Z,32.476,-97.266,5,2.4,mblg,9,82.2,,1.18,us,usp000jntr,2015-03-24T01:58:43.485Z,northern Texas,earthquake,,,,,reviewed,us,us
2012-06-25T05:59:09.520Z,32.443,-97.272,5,2.3,mblg,16,82.9,,0.65,us,usp000jn77,2015-03-24T01:30:43.606Z,northern Texas,earthquake,,,,,reviewed,us,us
2012-06-24T17:46:44.450Z,32.474,-97.289,5,3.5,mblg,61,46.3,,1.04,us,usp000jn6m,2015-03-24T01:39:40.018Z,northern Texas,earthquake,,,,,reviewed,us,us
2012-06-15T07:02:33.170Z,32.462,-97.273,5,3.3,mblg,32,46.6,,0.79,us,usp000jmst,2015-03-24T01:41:22.337Z,northern Texas,earthquake,,,,,reviewed,us,us
2012-06-14T20:24:28.000Z,35.407,-97.434,1.9,3.1,ml,31,49.7,,,us,usp000jms4,2017-06-26T21:49:11.834Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,tul,tul
2012-05-11T07:52:08.000Z,34.983,-97.638,5,2.8,ml,34,46.3,,,us,usp000jka1,2017-06-26T21:49:51.252Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2012-05-07T23:11:12.000Z,35.077,-97.496,5,2.6,ml,12,166,,,us,usp000jk56,2014-11-07T01:47:45.770Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2012-05-07T23:05:28.000Z,34.984,-97.657,5,2.5,ml,8,162.8,,,us,usp000jk55,2014-11-07T01:47:45.768Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2012-04-03T21:19:59.000Z,34.589,-97.44,5,2.5,ml,7,127.1,,,us,usp000jh76,2014-11-07T01:47:25.804Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2012-01-18T22:30:54.960Z,32.372,-97.487,5,3.3,mblg,29,51,,0.79,us,usp000jdnu,2015-03-24T01:24:53.795Z,northern Texas,earthquake,,,,,reviewed,us,us
2011-09-23T04:21:22.360Z,32.648,-97.135,5,2.4,mblg,12,90.4,,1.25,us,usp000j8ek,2015-03-24T01:47:48.847Z,northern Texas,earthquake,,,,,reviewed,us,us
2011-09-06T08:59:30.000Z,34.575,-97.244,0,2.6,ml,7,94.5,,,us,usp000j7pp,2014-11-07T01:45:50.793Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-08-18T16:50:52.000Z,34.881,-97.744,5,3,ml,24,80.8,,,us,usp000j6n5,2017-06-26T21:41:35.257Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-08-07T07:34:47.000Z,35.436,-97.449,5,2.5,ml,12,75.6,,,us,usp000j64f,2017-06-26T21:41:56.711Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-07T04:45:31.350Z,32.832,-97.037,5,2.6,mblg,18,56.5,,0.63,us,usp000j646,2015-03-24T01:40:07.802Z,northern Texas,earthquake,,,,,reviewed,us,us
2011-08-01T04:33:26.360Z,32.913,-96.929,5,2.2,mblg,5,147.1,,1.4,us,usp000j5tt,2014-11-07T01:45:30.843Z,northern Texas,earthquake,,,,,reviewed,us,us
2011-05-28T07:32:51.000Z,34.517,-96.496,3.2,2.9,md,25,92.5,,,us,usp000j2bc,2014-11-07T01:44:55.765Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-04-26T13:06:00.000Z,34.692,-97.44,5,2.5,mblg,8,92.5,,,us,usp000j0mr,2017-06-26T21:42:38.711Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-03-23T19:55:33.000Z,34.666,-97.446,5,2.5,mblg,6,183,,,us,usp000hye2,2014-11-07T01:44:18.823Z,Oklahoma,earthquake,,,,,reviewed,tul,us
2011-03-17T01:27:24.000Z,34.854,-97.746,5,2.7,md,9,85,,,us,usp000hxkw,2014-11-07T01:44:11.900Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-01-25T08:48:48.000Z,34.713,-97.466,4,2.6,md,5,223.3,,,us,usp000htmx,2014-11-07T01:43:29.656Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-01-18T03:40:06.000Z,34.566,-97.43,0,2.8,md,13,91.2,,,us,usp000ht9x,2014-11-07T01:43:27.328Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-01-18T00:14:22.000Z,34.56,-97.433,0,2.6,md,6,179.9,,,us,usp000ht9p,2014-11-07T01:43:27.283Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-01-10T05:35:50.000Z,34.785,-96.671,5,2.7,md,7,135.3,,,us,usp000hsv5,2014-11-07T01:43:24.953Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-01-03T07:35:09.000Z,34.693,-97.408,5,2.6,md,5,225.8,,,us,usp000hsgv,2014-11-07T01:43:20.773Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-12-29T04:47:20.000Z,34.676,-97.44,5,2.6,md,8,89,,,us,usp000hs7w,2014-11-07T01:43:16.235Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-11-30T12:05:31.000Z,34.688,-97.4,5,2.5,md,6,181.4,,,us,usp000hqbg,2014-11-07T01:42:59.304Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-11-16T00:46:07.000Z,34.719,-97.396,5,2.7,md,11,114.3,,,us,usp000hpqj,2014-11-07T01:42:55.677Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-10-25T20:53:13.000Z,34.874,-97.741,5,3.2,mblg,17,60.7,,,us,usp000hnk2,2017-06-26T21:16:06.343Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-10-19T17:53:17.000Z,35.136,-97.333,5,2.8,md,40,82.2,,,us,usp000hn9y,2017-06-26T21:16:18.627Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-10-13T14:06:30.000Z,35.192,-97.32,13,4.4,mwc,152,26.9,,,us,usp000hn24,2017-06-26T21:16:45.058Z,Oklahoma,earthquake,,,,,reviewed,tul,gcmt
2010-09-25T12:19:26.000Z,34.109,-96.715,5,3.3,mblg,19,63.4,,,us,usp000hm5r,2017-06-26T21:17:05.568Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-08-08T08:41:59.000Z,34.918,-97.456,5,2.8,md,19,59.7,,,us,usp000hhrg,2017-06-26T21:18:15.134Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-07-01T01:46:01.000Z,34.251,-97.452,2.9,2.5,md,19,96.4,,,us,usp000hers,2014-11-07T01:41:47.983Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-07-01T01:41:32.000Z,34.258,-97.44,5,2.6,md,19,96.6,,,us,usp000herr,2017-06-26T21:19:21.588Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-06-30T23:34:51.000Z,34.266,-97.476,3.8,2.7,md,10,95.6,,,us,usp000herh,2014-11-07T01:41:46.034Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-06-19T02:14:32.000Z,35.015,-97.417,5,2.7,md,7,83.3,,,us,usp000he8u,2014-11-07T01:41:43.017Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-06-14T21:33:56.500Z,34.865,-97.676,5,3.1,md,33,47.8,,,us,usp000hdzj,2017-06-26T21:19:43.493Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-04-15T21:45:26.000Z,34.309,-97.373,5,2.5,md,9,124.3,,,us,usp000hbfa,2014-11-07T01:41:16.563Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-03-13T09:02:44.410Z,35.387,-98.113,5,3.1,mblg,20,45.1,,0.76,us,usp000h9a8,2017-06-26T21:23:05.799Z,Oklahoma,earthquake,,,,,reviewed,us,us
2010-03-11T23:57:29.510Z,35.475,-98.123,6.4,3.4,mblg,33,36,,1.24,us,usp000h96e,2017-06-26T21:23:16.839Z,Oklahoma,earthquake,,8.4,,,reviewed,us,us
2010-03-11T13:15:17.400Z,35.388,-98.078,3.2,2.9,md,9,121.3,,,us,usp000h94q,2014-11-07T01:40:58.463Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-03-11T10:54:25.000Z,35.401,-98.06,5,3,md,9,121.1,,,us,usp000h94c,2014-11-07T01:40:58.416Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-03-11T10:06:10.000Z,35.384,-98.06,2.5,2.7,md,6,120.4,,,us,usp000h94a,2014-11-07T01:40:58.394Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-03-11T10:00:56.000Z,35.4,-98.1,5,2.7,md,6,122.7,,,us,usp000h949,2014-11-07T01:40:58.392Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-03-11T09:45:19.000Z,35.398,-98.07,2.3,2.8,md,7,115.9,,,us,usp000h948,2014-11-07T01:40:58.391Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2010-03-11T08:11:01.900Z,35.378,-98.046,5,3,md,12,83.7,,,us,usp000h947,2014-11-07T01:40:58.389Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2009-11-17T04:00:17.770Z,34.462,-97.532,5,3.1,mblg,18,74.4,,1.26,us,usp000h44d,2017-06-26T21:09:38.168Z,Oklahoma,earthquake,,,,,reviewed,us,us
2009-08-14T20:08:58.490Z,35.467,-97.412,5,2.3,mblg,9,137.9,,0.91,us,usp000h0ch,2017-06-26T21:11:28.893Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,us,us
2009-07-17T17:40:15.840Z,34.992,-97.351,5,2.2,mblg,8,113.8,,1.38,us,usp000gzcz,2014-11-07T01:39:20.217Z,Oklahoma,earthquake,,,,,reviewed,us,us
2009-05-16T18:02:23.000Z,32.795,-97.016,5,2.6,mblg,5,108.5,,,us,usp000gx6r,2014-11-07T01:38:57.656Z,northern Texas,earthquake,,,,,reviewed,spec,us
2009-05-16T17:53:09.360Z,32.77,-97.117,5,2.7,mblg,7,110.6,,1.43,us,usp000gx6q,2015-03-24T01:00:08.392Z,northern Texas,earthquake,,,,,reviewed,us,us
2009-05-16T16:58:37.690Z,32.85,-97.095,5,3,mblg,6,100.7,,1.18,us,usp000gx6p,2014-11-07T01:38:57.653Z,northern Texas,earthquake,,,,,reviewed,us,us
2009-05-16T16:24:06.570Z,32.795,-97.016,8.7,3.3,mblg,19,66.5,,0.84,us,usp000gx6m,2015-03-24T01:38:04.097Z,northern Texas,earthquake,,10.5,,,reviewed,us,us
2009-03-17T19:57:16.480Z,35.446,-97.456,5,2.4,mblg,4,193.3,,,us,usp000gv3a,2017-06-26T21:12:37.670Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,spec,us
2009-03-17T17:41:37.000Z,35.446,-97.456,5,2.5,mblg,6,168.6,,,us,usp000gv37,2017-06-26T21:12:48.639Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,spec,us
2009-03-17T17:24:52.000Z,35.446,-97.456,5,2.7,mblg,7,132.7,,,us,usp000gv36,2017-06-26T21:13:00.370Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,spec,us
2009-03-08T13:06:39.940Z,35.446,-97.456,5,3.4,mblg,18,97.7,,0.59,us,usp000gurq,2017-06-26T21:13:12.217Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,us,us
2009-01-28T11:19:09.470Z,35.163,-97.871,5,3.4,mblg,15,79.3,,1.14,us,usp000gt6w,2017-06-26T21:14:09.757Z,Oklahoma,earthquake,,,,,reviewed,us,us
2008-11-01T11:54:30.190Z,32.874,-96.968,5,2.7,mblg,4,167.6,,0.61,us,usp000gmky,2015-03-24T01:53:20.340Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-11-01T11:53:46.650Z,32.766,-97.035,5,2.5,mblg,4,169.3,,1.02,us,usp000gmkx,2014-11-07T01:37:38.070Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-10-31T21:01:01.770Z,32.788,-97.028,5,2.9,mblg,5,132.4,,0.8,us,usp000gmj1,2015-03-24T02:02:04.824Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-10-31T20:54:18.810Z,32.831,-97.028,5,2.9,mblg,4,167.6,,1.32,us,usp000gmhz,2015-03-24T02:19:54.995Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-10-31T07:58:23.910Z,32.832,-97.012,5,2.9,mblg,4,167.9,,0.56,us,usp000gmgd,2015-03-24T02:22:19.035Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-10-31T06:23:44.120Z,32.799,-97.045,5,2.6,mblg,4,168.2,,0.69,us,usp000gmg8,2014-11-07T01:37:34.584Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-10-31T05:46:31.000Z,32.755,-97.017,5,2.5,mblg,4,169.9,,1.08,us,usp000gmg4,2014-11-07T01:37:34.579Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-10-31T05:33:45.620Z,32.871,-96.971,5,2.6,mblg,4,167.6,,0.22,us,usp000gmg3,2014-11-07T01:37:34.577Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-10-31T05:01:54.910Z,32.836,-97.029,5,3,mblg,5,163.6,,0.67,us,usp000gmg1,2015-03-24T01:44:09.173Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-10-31T04:25:52.290Z,32.8,-97.016,5,2.6,mblg,4,168.7,,0.63,us,usp000gmg0,2015-03-24T02:10:28.507Z,northern Texas,earthquake,,,,,reviewed,us,us
2008-06-05T06:12:22.150Z,35.457,-97.569,5,2.5,md,8,121.1,,,us,usp000g8kv,2014-11-07T01:36:14.937Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,tul,tul
2007-10-07T13:54:21.550Z,34.51,-100.146,5,3.1,mblg,6,140.5,,1.5,us,usp000fq28,2014-11-07T01:33:51.834Z,Texas Panhandle region,earthquake,,,,,reviewed,us,us
2007-02-13T00:15:48.890Z,35.459,-97.482,5,2.8,mblg,6,97.3,,1.23,us,usp000f4s6,2014-11-07T01:31:37.152Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,us,us
2007-02-12T18:32:33.660Z,35.441,-97.459,5,2.8,mblg,5,132.9,,1.63,us,usp000f4rd,2014-11-07T01:31:37.070Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,us,us
2006-12-21T06:14:06.710Z,35.464,-97.407,5,2.7,md,10,97.6,,,us,usp000f0pm,2014-11-07T01:31:10.335Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,tul,tul
2006-12-21T02:41:14.650Z,35.464,-97.407,5,2.6,md,10,132.5,,,us,usp000f0pc,2014-11-07T01:31:10.319Z,"Oklahoma City urban area, Oklahoma",earthquake,,,,,reviewed,tul,tul
2006-11-02T11:12:20.360Z,34.153,-97.627,5,2.9,md,9,74.3,,,us,usp000ewfy,2014-11-07T01:30:44.004Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2006-10-06T22:13:16.780Z,34.122,-97.625,5,3.5,mblg,8,95.5,,1.51,us,usp000eumb,2017-06-26T21:07:07.128Z,Oklahoma,earthquake,,,,,reviewed,us,us
2006-08-16T13:12:39.120Z,34.508,-97.372,5,2.6,md,18,75.3,,,us,usp000er2d,2014-11-07T01:29:58.607Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2006-08-09T09:41:50.940Z,34.589,-97.368,5,2.9,md,11,120.7,,,us,usp000eqk4,2014-11-07T01:29:56.234Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2006-08-08T17:56:03.550Z,34.729,-97.49,5,2.2,md,7,132.5,,,us,usp000eqgx,2014-11-07T01:29:55.885Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2006-04-05T18:46:23.140Z,34.069,-97.314,5,3,mblg,15,150.4,,,us,usp000edrz,2017-06-26T21:07:19.239Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2005-05-19T01:02:43.580Z,34.32,-98.069,5,2.5,mblg,9,139.9,,,us,usp000dr4k,2014-11-07T01:25:55.814Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2005-05-16T22:29:46.840Z,35.25,-97.608,5,2.8,mblg,5,176.9,,0.45,us,usp000dqzp,2014-11-07T01:25:55.160Z,Oklahoma,earthquake,,,,,reviewed,us,tul
2004-11-22T23:42:13.450Z,34.864,-97.672,5,3,mblg,10,104.3,,,us,usp000d8zx,2014-11-07T01:24:04.311Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2004-09-10T06:39:21.000Z,35.369,-98.048,5,2.8,mblg,7,96,,0.49,us,usp000d412,2014-11-07T01:23:27.882Z,Oklahoma,earthquake,,,,,reviewed,us,us
2004-06-10T12:30:09.860Z,34.236,-97.267,5,2.9,mblg,13,127.3,,0.41,us,usp000cxkm,2014-11-07T01:22:35.891Z,Oklahoma,earthquake,,,,,reviewed,us,us
2004-06-08T00:15:09.990Z,34.233,-97.254,5,3.5,mblg,16,72.8,,1.06,us,usp000cxd7,2014-11-07T01:22:34.963Z,Oklahoma,earthquake,,,,,reviewed,us,us
2004-04-22T16:13:02.250Z,34.804,-97.677,5,2.9,mblg,10,110,,,us,usp000ct50,2014-11-07T01:22:04.349Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2003-12-11T16:35:09.000Z,35.12,-97.525,5,2.4,md,9,167.9,,,us,usp000cf1d,2014-11-07T01:20:44.372Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2003-12-08T19:18:08.030Z,35.12,-97.525,5,2.4,md,9,104.9,,,us,usp000ceuc,2014-11-07T01:20:43.274Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2003-04-07T10:02:12.510Z,33.892,-97.695,5,2.9,mblg,6,155.9,,1.08,us,usp000bumx,2014-11-07T01:18:18.495Z,central Texas,earthquake,,,,,reviewed,us,us
2002-05-31T09:57:10.020Z,34.025,-97.619,5,3.3,mblg,10,,,1.33,us,usp000b59p,2014-11-07T01:15:41.515Z,Oklahoma,earthquake,,,,,reviewed,us,us
2002-03-12T10:52:04.590Z,34.27,-97.63,5,2.2,mblg,9,,,,us,usp000b060,2014-11-07T01:15:07.837Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2002-02-08T16:07:13.600Z,34.727,-98.361,5,3.8,mblg,32,,,,us,usp000ay1d,2015-03-24T01:57:33.793Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2002-01-25T10:31:27.600Z,34,-97.53,5,2.6,mblg,10,,,,us,usp000ax4g,2014-11-07T01:14:45.170Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2000-10-08T10:16:23.780Z,35.393,-97.98,5,2.6,mblg,7,,,0.38,us,usp000a1f3,2014-11-07T01:11:15.259Z,Oklahoma,earthquake,,,,,reviewed,us,us
,,,min,1.6,,,,,,,,,,,,,,,,,
,,,max,4.4,,,,,,,,,,,,,,,,,
,,,Magnitude,Frequency,Cumilative Frequency,,,,,,,,,,,,,,,,
,,,1.5 - 1.8,4,4,,,,,,,,,,,,,,,,
,,,1.9 - 2.2,39,43,,,,,,,,,,,,,,,,
,,,2.3 - 2.6,128,171,,,,,,,,,,,,,,,,
,,,2.7 - 3.0,123,294,,,,,,,,,,,,,,,,
,,,3.1 - 3.4,40,334,,,,,,,,,,,,,,,,
,,,3.5 - 3.8,13,347,,,,,,,,,,,,,,,,
,,,3.9 - 4.2,0,347,,,,,,,,,,,,,,,,
,,,4.3 - 4.6,1,348,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,